MaSV,TenSV,GPA,ChuyenCan,DiemGiuaKy,SoMonTruot,SoTinChi,LichSuCanhBao,NoHocPhi,NguyCo
SV21308,Bùi Văn Khánh,2.68,33,6.7,0,15,0,0,Thap
SV21309,Vũ Anh Khánh,2.66,33,6.7,1,24,0,0,Thap
SV21310,Nguyễn Quang Dũng,2.4,33,6.0,1,24,0,0,Thap
SV21311,Trần Thị Bình,2.31,52,5.8,0,33,0,0,Thap
SV21312,Phạm Ngọc An,3.29,72,8.2,0,18,0,0,Thap
SV21313,Đặng Đức Bình,2.73,39,6.8,0,18,0,0,Thap
SV21314,Hoàng Minh Linh,2.53,38,6.3,0,21,0,0,Cao
SV21315,Phạm Văn An,2.47,39,6.2,0,18,0,0,Trung Binh
SV21316,Phạm Thị Cường,2.87,38,7.2,1,21,0,0,Thap
SV21317,Đặng Văn Khánh,2.4,87,6.0,2,15,0,0,Trung Binh
SV21318,Trần Quang Nam,2.4,67,6.0,3,18,0,0,Cao
SV21319,Trần Thị Cường,2.4,61,6.0,2,18,0,0,Cao
SV21320,Lê Anh Trang,2.52,56,6.3,1,18,0,0,Thap
SV21321,Vũ Thị Cường,2.43,33,6.1,0,18,1,1,Thap
SV21322,Vũ Văn Nam,2.7,38,6.8,1,21,0,0,Trung Binh
SV21323,Đặng Đức Cường,2.75,33,6.9,0,24,0,0,Thap
SV21324,Phạm Ngọc Giang,2.48,52,6.2,1,21,0,0,Thap
SV21325,Trần Anh Hương,2.13,100,5.3,1,15,0,0,Trung Binh
SV21326,Lê Thảo Linh,2.87,33,7.2,1,21,0,0,Thap
SV21327,Trần Văn Nam,2.5,67,6.2,2,18,0,0,Trung Binh
SV21328,Vũ Đức Cường,2.0,78,5.0,5,18,1,1,Cao
SV21329,Lê Văn Khánh,2.94,38,7.3,0,21,0,0,Thap
SV21330,Hoàng Quang Trang,2.3,78,5.8,2,18,0,0,Trung Binh
SV21331,Hoàng Anh An,2.57,43,6.4,0,21,0,0,Thap
SV21332,Đặng Quang Nam,2.74,33,6.8,0,21,0,0,Thap
SV21333,Đặng Thảo Nam,0.0,60,0.0,5,15,0,0,Cao
SV21334,Vũ Đức Giang,2.24,72,5.6,3,18,0,0,Trung Binh
SV21335,Vũ Minh Bình,2.66,33,6.6,0,21,0,0,Thap
SV21336,Phạm Minh Khánh,2.6,50,6.5,1,18,0,0,Trung Binh
SV21337,Nguyễn Anh Hương,2.52,38,6.3,1,21,0,0,Trung Binh
SV21338,Trần Ngọc Bình,2.56,33,6.4,0,15,1,1,Trung Binh
SV21339,Bùi Minh Cường,2.3,78,5.8,1,18,0,0,Cao
SV21340,Phạm Đức Nam,2.28,33,5.7,1,24,0,0,Thap
SV21341,Đặng Quang Linh,2.47,33,6.2,0,18,0,0,Thap
SV21342,Lê Thảo Trang,2.56,39,6.4,1,18,0,0,Thap
SV21343,Lê Văn Hương,2.4,53,6.0,0,15,0,0,Thap
SV21344,Phạm Đức An,2.6,44,6.5,1,18,0,0,Thap
SV21345,Bùi Quang Bình,2.37,33,5.9,0,18,1,1,Cao
SV21346,Bùi Đức Giang,2.8,44,7.0,0,18,0,0,Thap
SV21347,Đặng Đức Giang,2.47,33,6.2,0,18,0,0,Thap
SV21348,Bùi Văn An,2.61,48,6.5,2,21,0,0,Trung Binh
SV21349,Đặng Đức Cường,2.63,55,6.6,0,33,1,1,Trung Binh
SV21350,Hoàng Thị Bình,2.5,39,6.2,0,18,0,0,Thap
SV21351,Phạm Minh An,0.0,85,0.0,0,0,0,0,Thap
SV21352,Nguyễn Ngọc Giang,3.13,33,7.8,1,24,0,0,Thap
SV21353,Bùi Thị Dũng,2.43,33,6.1,0,18,0,0,Thap
SV21354,Bùi Đức Hương,0.0,0,0.0,6,18,0,0,Cao
SV21355,Nguyễn Quang Dũng,2.12,61,5.3,1,18,0,0,Trung Binh
SV21356,Nguyễn Anh Bình,2.69,56,6.7,0,18,0,0,Trung Binh
SV21357,Hoàng Ngọc Linh,2.35,44,5.9,2,18,0,0,Cao
SV21358,Bùi Minh Cường,0.0,67,0.0,5,15,1,1,Cao
SV21359,Lê Anh Dũng,0.0,85,0.0,0,0,0,0,Cao
SV21360,Trần Minh Hương,0.0,0,0.0,5,15,0,0,Cao
SV21361,Lê Thảo Trang,2.6,60,6.5,4,15,0,0,Cao
SV21362,Lê Thị Hương,2.67,33,6.7,1,24,0,0,Thap
SV21363,Lê Anh Giang,0.0,0,0.0,6,18,0,0,Cao
SV21364,Vũ Thị Giang,0.0,85,0.0,0,0,0,0,Thap
SV21365,Trần Anh Giang,2.74,33,6.8,1,21,0,0,Thap
SV21366,Trần Đức Giang,0.0,33,0.0,5,15,1,1,Cao
SV21367,Lê Quang Hương,2.69,44,6.7,0,27,0,0,Cao
SV21368,Phạm Thị Nam,2.44,33,6.1,1,24,0,0,Thap
SV21369,Nguyễn Anh Dũng,2.0,53,5.0,2,15,0,0,Cao
SV21370,Nguyễn Anh Hương,2.6,39,6.5,1,18,0,0,Thap
SV21371,Phạm Anh Giang,2.4,61,6.0,0,18,0,0,Thap
SV21372,Nguyễn Văn Bình,3.01,33,7.5,1,24,0,0,Thap
SV21373,Hoàng Ngọc Giang,2.4,44,6.0,0,18,0,0,Thap
SV21374,Lê Quang Cường,2.4,44,6.0,1,18,0,0,Thap
SV21375,Lê Thị Bình,2.73,33,6.8,4,21,0,0,Cao
SV21376,Bùi Anh Cường,0.0,85,0.0,0,0,0,0,Cao
SV21377,Trần Văn Giang,2.4,40,6.0,0,15,0,0,Trung Binh
SV21378,Vũ Quang Giang,0.0,85,0.0,0,0,0,0,Thap
SV21379,Phạm Minh Khánh,2.8,33,7.0,5,18,1,1,Cao
SV21380,Phạm Minh An,0.0,33,0.0,6,18,0,0,Cao
SV21381,Phạm Quang Linh,2.48,38,6.2,0,21,0,0,Thap
SV21382,Hoàng Minh Bình,0.0,0,0.0,7,21,0,0,Cao
SV21383,Lê Đức Cường,2.28,39,5.7,0,54,0,0,Thap
SV21384,Hoàng Văn Cường,2.67,33,6.7,1,21,0,0,Thap
SV21385,Phạm Thị Linh,3.0,33,7.5,0,18,0,0,Thap
SV21386,Vũ Văn Linh,2.1,60,5.2,3,15,0,0,Cao
SV21387,Trần Minh Giang,0.0,0,0.0,6,18,0,0,Cao
SV21388,Đặng Anh Linh,2.65,53,6.6,0,15,0,0,Thap
SV21389,Phạm Anh An,0.0,67,0.0,5,15,0,0,Cao
SV21390,Hoàng Đức Hương,2.3,47,5.8,1,15,0,0,Trung Binh
SV21391,Lê Quang Giang,2.78,33,6.9,0,24,0,0,Thap
SV21392,Trần Minh Hương,2.27,44,5.7,0,18,0,0,Thap
SV21393,Hoàng Quang Hương,0.0,85,0.0,0,0,1,1,Cao
SV21394,Hoàng Ngọc Khánh,2.57,39,6.4,0,18,0,0,Thap
SV21395,Phạm Anh An,2.32,33,5.8,1,18,1,1,Thap
SV21396,Bùi Đức Nam,2.28,50,5.7,1,18,0,0,Thap
SV21397,Vũ Thị Hương,2.67,61,6.7,0,18,0,0,Trung Binh
SV21398,Nguyễn Minh Cường,2.71,33,6.8,0,21,1,1,Thap
SV21399,Trần Thảo Dũng,2.37,62,5.9,1,21,0,0,Thap
SV21400,Bùi Ngọc Khánh,2.89,33,7.2,0,21,0,0,Thap
SV21401,Trần Đức Hương,0.0,85,0.0,0,0,0,0,Trung Binh
SV21402,Lê Văn Linh,2.46,44,6.1,0,18,0,0,Thap
SV21403,Đặng Quang Nam,2.88,47,7.2,0,15,0,0,Thap
SV21404,Lê Thị An,2.63,38,6.6,0,21,0,0,Thap
SV21405,Lê Anh Bình,0.0,40,0.0,5,15,1,1,Cao
SV21406,Phạm Minh Dũng,0.0,33,0.0,5,15,1,1,Cao
SV21407,Đặng Anh Cường,2.47,33,6.2,1,24,0,0,Thap
SV21408,Bùi Quang Nam,2.44,33,6.1,1,18,0,0,Trung Binh
SV21409,Bùi Đức An,2.1,56,5.2,2,18,0,0,Cao
SV21410,Nguyễn Văn An,2.12,33,5.3,0,15,0,0,Thap
SV21411,Bùi Thảo Cường,0.0,33,0.0,6,18,0,0,Cao
SV21412,Đặng Ngọc Cường,2.25,44,5.6,2,18,0,0,Thap
SV21413,Lê Anh Khánh,2.1,41,5.2,3,27,0,0,Thap
SV21414,Bùi Thị Hương,2.2,61,5.5,2,18,0,0,Trung Binh
SV21415,Hoàng Ngọc Cường,2.69,33,6.7,0,21,0,0,Thap
SV21416,Vũ Thị Trang,2.52,40,6.3,0,15,0,0,Thap
SV21417,Bùi Ngọc Giang,0.0,0,0.0,6,18,0,0,Cao
SV21418,Bùi Đức Bình,2.73,33,6.8,0,18,0,0,Thap
SV21419,Nguyễn Thảo Cường,2.32,33,5.8,0,15,1,1,Thap
SV21420,Bùi Ngọc Nam,2.51,50,6.3,0,18,0,0,Cao
SV21421,Vũ Quang Cường,2.36,39,5.9,1,18,0,0,Cao
SV21422,Lê Thị Linh,2.32,33,5.8,0,15,0,0,Trung Binh
SV21423,Trần Văn Linh,2.27,44,5.7,0,18,0,0,Thap
SV21424,Đặng Ngọc Khánh,2.13,33,5.3,0,18,0,0,Thap
SV21425,Lê Văn Dũng,2.7,67,6.8,1,15,0,0,Trung Binh
SV21426,Nguyễn Anh An,0.0,85,0.0,0,0,0,0,Thap
SV21427,Đặng Anh Linh,2.67,50,6.7,0,18,0,0,Thap
SV21428,Bùi Anh Nam,2.68,50,6.7,1,18,0,0,Trung Binh
SV21429,Đặng Văn Dũng,2.04,44,5.1,3,18,0,0,Trung Binh
SV21430,Lê Thị Linh,2.6,33,6.5,1,18,0,0,Thap
SV21431,Đặng Văn Bình,2.58,46,6.5,1,24,0,0,Thap
SV21432,Vũ Ngọc Dũng,2.4,67,6.0,2,18,0,0,Cao
SV21433,Vũ Quang Hương,2.17,50,5.4,0,18,0,0,Trung Binh
SV21434,Lê Minh Linh,3.07,33,7.7,0,18,0,0,Thap
SV21435,Lê Ngọc Bình,2.56,43,6.4,1,21,0,0,Trung Binh
SV21436,Hoàng Anh Cường,2.6,33,6.5,1,21,1,1,Cao
SV21437,Lê Ngọc Bình,2.7,61,6.8,4,18,1,1,Trung Binh
SV21438,Bùi Văn Khánh,2.5,39,6.2,0,18,0,0,Thap
SV21439,Trần Thị Hương,2.6,39,6.5,0,18,0,0,Thap
SV21440,Phạm Thị Bình,2.35,40,5.9,1,15,0,0,Thap
SV21441,Trần Anh Linh,2.5,33,6.2,1,15,0,0,Thap
SV21442,Đặng Quang Bình,2.32,37,5.8,0,51,0,0,Thap
SV21443,Đặng Minh Linh,2.8,33,7.0,0,18,0,0,Thap
SV21444,Đặng Ngọc Linh,0.0,44,0.0,6,18,1,1,Cao
SV21445,Vũ Quang Hương,2.76,33,6.9,0,15,0,0,Thap
SV21446,Hoàng Quang Giang,0.0,40,0.0,5,15,0,0,Cao
SV21447,Đặng Văn An,0.0,85,0.0,0,0,0,0,Cao
SV21448,Nguyễn Ngọc Giang,2.45,60,6.1,1,15,0,0,Cao
SV21449,Hoàng Anh Cường,2.3,67,5.8,3,18,0,0,Cao
SV21450,Hoàng Minh Nam,2.51,43,6.3,1,21,0,0,Thap
SV21451,Nguyễn Ngọc An,2.4,50,6.0,0,18,0,0,Cao
SV21452,Đặng Quang Trang,2.4,47,6.0,1,36,0,0,Thap
SV21453,Trần Đức Linh,0.0,85,0.0,0,0,0,0,Cao
SV21454,Vũ Đức Dũng,2.4,43,6.0,1,21,0,0,Thap
SV21455,Bùi Thị Bình,2.32,60,5.8,1,15,0,0,Trung Binh
SV21456,Phạm Ngọc Dũng,0.0,33,0.0,5,15,0,0,Cao
SV21457,Hoàng Thảo Hương,2.4,60,6.0,0,15,0,0,Trung Binh
SV21458,Vũ Quang Dũng,2.8,38,7.0,1,21,0,0,Trung Binh
SV21459,Hoàng Minh Khánh,2.5,56,6.2,2,18,0,0,Trung Binh
SV21460,Bùi Thị Khánh,0.0,33,0.0,5,15,0,0,Cao
SV21461,Đặng Ngọc Bình,2.1,83,5.2,2,18,0,0,Cao
SV21462,Trần Thảo Bình,2.57,44,6.4,1,18,0,0,Thap
SV21463,Đặng Minh Nam,2.33,47,5.8,2,15,0,0,Trung Binh
SV21464,Phạm Văn Nam,2.6,47,6.5,3,15,0,0,Cao
SV21465,Đặng Văn Trang,2.37,44,5.9,0,18,0,0,Trung Binh
SV21466,Hoàng Thị Bình,2.49,33,6.2,0,33,0,0,Thap
SV21467,Bùi Ngọc Hương,2.2,40,5.5,2,15,0,0,Cao
SV21468,Nguyễn Quang Linh,2.64,67,6.6,1,15,0,0,Trung Binh
SV21469,Trần Thảo Nam,3.1,33,7.8,0,18,0,0,Thap
SV21470,Vũ Anh Nam,2.47,44,6.2,0,18,0,0,Thap
SV21471,Bùi Anh Nam,2.4,87,6.0,0,15,0,0,Trung Binh
SV21472,Nguyễn Minh Cường,2.32,67,5.8,2,18,0,0,Trung Binh
SV21473,Nguyễn Minh Bình,2.27,39,5.7,0,18,0,0,Thap
SV21474,Phạm Đức Dũng,0.0,67,0.0,6,18,0,0,Cao
SV21475,Trần Quang Cường,2.4,47,6.0,1,15,0,0,Trung Binh
SV21476,Hoàng Minh An,2.4,73,6.0,1,15,0,0,Thap
SV21477,Vũ Thảo Linh,2.5,73,6.2,3,15,1,1,Cao
SV21478,Phạm Minh Giang,2.73,33,6.8,0,36,0,0,Thap
SV21479,Nguyễn Thị Khánh,2.9,94,7.2,4,18,1,1,Cao
SV21480,Trần Anh An,2.64,56,6.6,2,18,0,0,Cao
SV21481,Phạm Minh Nam,2.43,52,6.1,2,21,0,0,Cao
SV21482,Bùi Quang Trang,2.25,56,5.6,2,18,0,0,Thap
SV21483,Đặng Quang Giang,3.03,44,7.6,0,18,0,0,Thap
SV21484,Hoàng Minh Giang,2.23,44,5.6,0,18,0,0,Thap
SV21485,Nguyễn Thảo An,2.2,38,5.5,1,21,0,0,Thap
SV21486,Phạm Quang Nam,2.15,44,5.4,2,18,0,0,Thap
SV21487,Vũ Văn Giang,2.68,42,6.7,1,36,0,0,Thap
SV21488,Phạm Minh Cường,2.26,44,5.6,0,18,0,0,Trung Binh
SV21489,Phạm Anh Trang,0.0,72,0.0,6,18,0,0,Cao
SV21490,Nguyễn Anh Hương,2.6,47,6.5,1,15,0,0,Thap
SV21491,Bùi Quang Nam,3.22,50,8.1,0,18,0,0,Thap
SV21492,Lê Quang Bình,2.3,44,5.8,0,18,0,0,Thap
SV21493,Bùi Ngọc Cường,2.15,83,5.4,2,18,0,0,Cao
SV21494,Phạm Văn Khánh,2.32,56,5.8,2,18,0,0,Thap
SV21495,Nguyễn Anh Bình,0.0,100,0.0,7,21,1,1,Cao
SV21496,Hoàng Anh Dũng,2.76,33,6.9,0,15,0,0,Thap
SV21497,Đặng Thị Nam,2.72,38,6.8,0,21,0,0,Thap
SV21498,Nguyễn Ngọc Hương,2.77,44,6.9,0,18,0,0,Thap
SV21499,Bùi Ngọc An,2.4,67,6.0,1,18,0,0,Trung Binh
SV21500,Phạm Anh Khánh,2.69,50,6.7,0,18,0,0,Thap
SV21501,Hoàng Anh Bình,2.8,33,7.0,0,18,0,0,Thap
SV21502,Nguyễn Thảo Linh,2.4,56,6.0,5,18,1,1,Cao
SV21503,Đặng Đức Bình,2.84,33,7.1,0,15,0,0,Thap
SV21504,Lê Đức Hương,2.67,52,6.7,2,21,0,0,Trung Binh
SV21505,Phạm Đức Giang,2.49,50,6.2,1,24,0,0,Trung Binh
SV21506,Phạm Thảo Hương,2.2,67,5.5,3,18,0,0,Cao
SV21507,Vũ Văn Dũng,2.1,87,5.2,1,15,0,0,Trung Binh
SV21508,Hoàng Đức Cường,0.0,85,0.0,0,0,0,0,Thap
SV21509,Hoàng Văn An,2.8,33,7.0,0,39,0,0,Thap
SV21510,Vũ Ngọc Trang,0.0,0,0.0,7,21,0,0,Cao
SV21511,Hoàng Đức Giang,0.0,33,0.0,1,3,0,0,Cao
SV21512,Trần Ngọc Giang,2.0,53,5.0,1,15,0,0,Trung Binh
SV21513,Vũ Thảo Bình,0.0,85,0.0,0,0,0,0,Thap
SV21514,Vũ Văn Dũng,2.7,33,6.8,0,18,0,0,Thap
SV21515,Vũ Thị Cường,0.0,0,0.0,7,21,0,0,Cao
SV21516,Nguyễn Minh Hương,2.68,35,6.7,0,51,0,0,Thap
SV21517,Nguyễn Đức Hương,0.0,0,0.0,7,21,0,0,Cao
SV21518,Phạm Thảo Nam,2.72,33,6.8,0,36,0,0,Thap
SV21519,Phạm Thị Trang,0.0,85,0.0,0,0,0,0,Trung Binh
SV21520,Vũ Văn Dũng,0.0,33,0.0,5,15,1,1,Cao
SV21521,Đặng Đức An,2.0,60,5.0,4,15,0,0,Cao
SV21522,Bùi Đức Trang,3.04,33,7.6,0,15,0,0,Thap
SV21523,Phạm Minh Hương,2.56,67,6.4,2,18,0,0,Cao
SV21524,Hoàng Thị Nam,2.23,47,5.6,0,15,0,0,Cao
SV21525,Trần Anh Hương,0.0,85,0.0,0,0,0,0,Trung Binh
SV21526,Đặng Thảo Giang,2.57,38,6.4,1,24,0,0,Thap
SV21527,Nguyễn Văn Khánh,2.5,33,6.2,0,18,1,1,Cao
SV21528,Trần Quang Dũng,2.0,80,5.0,2,15,0,0,Thap
SV21529,Nguyễn Ngọc Giang,2.3,33,5.8,0,18,0,0,Thap
SV21530,Phạm Anh Khánh,2.27,46,5.7,1,24,1,1,Cao
SV21531,Phạm Quang Cường,2.6,83,6.5,4,18,0,0,Trung Binh
SV21532,Nguyễn Thảo Linh,2.61,33,6.5,1,21,0,0,Thap
SV21533,Nguyễn Quang Nam,2.43,44,6.1,0,18,0,0,Thap
SV21534,Bùi Thảo Hương,2.9,40,7.2,1,15,1,1,Trung Binh
SV21535,Lê Đức Linh,2.88,47,7.2,0,15,0,0,Thap
SV21536,Lê Anh Nam,2.45,56,6.1,2,18,0,0,Trung Binh
SV21537,Hoàng Thị Bình,0.0,67,0.0,7,21,0,0,Cao
SV21538,Phạm Anh Khánh,2.53,33,6.3,0,18,0,0,Thap
SV21539,Phạm Thị Dũng,2.4,78,6.0,4,18,1,1,Cao
SV21540,Trần Thảo Nam,0.0,40,0.0,5,15,0,0,Cao
SV21541,Đặng Anh Linh,2.33,33,5.8,2,15,0,0,Cao
SV21542,Bùi Đức Bình,0.0,0,0.0,6,18,0,0,Cao
SV21543,Lê Quang Hương,2.0,80,5.0,4,15,0,0,Cao
SV21544,Nguyễn Văn Trang,0.0,38,0.0,7,21,0,0,Cao
SV21545,Phạm Quang Trang,2.45,61,6.1,2,18,0,0,Cao
SV21546,Nguyễn Thị Nam,2.4,56,6.0,2,18,0,0,Thap
SV21547,Trần Minh Cường,2.52,39,6.3,1,18,0,0,Trung Binh
SV21548,Lê Anh Giang,0.0,33,0.0,5,15,0,0,Cao
SV21549,Bùi Thảo Dũng,0.0,33,0.0,5,15,0,0,Cao
SV21550,Đặng Quang An,0.0,33,0.0,8,24,0,0,Cao
SV21551,Nguyễn Quang Dũng,2.54,33,6.3,0,48,0,0,Thap
SV21552,Vũ Thảo Hương,2.08,56,5.2,3,39,0,0,Thap
SV21553,Phạm Văn Nam,2.09,58,5.2,1,45,0,0,Thap
SV21554,Vũ Thị Trang,2.87,67,7.2,0,15,0,0,Thap
SV21555,Nguyễn Thị Giang,2.93,33,7.3,1,21,0,0,Thap
SV21556,Phạm Đức Nam,2.57,33,6.4,0,21,0,0,Thap
SV21557,Lê Thảo Hương,0.0,33,0.0,5,15,0,0,Cao
SV21558,Nguyễn Thị Hương,0.0,60,0.0,5,15,1,1,Trung Binh
SV21559,Lê Thị Trang,0.0,85,0.0,0,0,0,0,Cao
SV21560,Hoàng Ngọc Giang,2.65,33,6.6,0,24,0,0,Thap
SV21561,Vũ Ngọc Hương,2.57,48,6.4,0,21,0,0,Trung Binh
SV21562,Vũ Thị Trang,2.72,67,6.8,1,18,0,0,Trung Binh
SV21563,Vũ Anh Cường,2.8,40,7.0,2,15,0,0,Thap
SV21564,Vũ Ngọc Linh,2.4,61,6.0,3,18,1,1,Trung Binh
SV21565,Phạm Anh An,2.63,50,6.6,0,18,0,0,Trung Binh
SV21566,Nguyễn Thảo Bình,2.72,44,6.8,0,18,0,0,Thap
SV21567,Lê Quang Hương,2.97,38,7.4,0,21,0,0,Thap
SV21568,Nguyễn Thảo Dũng,2.15,60,5.4,1,15,0,0,Thap
SV21569,Lê Đức Linh,0.0,52,0.0,7,21,1,1,Trung Binh
SV21570,Bùi Minh Trang,0.0,0,0.0,6,18,0,0,Cao
SV21571,Vũ Văn Giang,2.8,39,7.0,0,36,0,0,Trung Binh
SV21572,Nguyễn Thị Cường,0.0,44,0.0,6,18,1,1,Cao
SV21573,Đặng Quang Hương,0.0,33,0.0,5,15,0,0,Cao
SV21574,Vũ Thị Trang,2.6,94,6.5,1,18,1,1,Cao
SV21575,Vũ Đức Cường,2.48,50,6.2,0,24,0,0,Thap
SV21576,Hoàng Minh Bình,0.0,85,0.0,0,0,0,0,Thap
SV21577,Nguyễn Minh Giang,2.28,56,5.7,1,18,0,0,Cao
SV21578,Bùi Thị Bình,2.25,60,5.6,1,15,0,0,Trung Binh
SV21579,Đặng Thảo Trang,2.6,47,6.5,2,15,1,1,Cao
SV21580,Bùi Ngọc Dũng,0.0,85,0.0,0,0,0,0,Trung Binh
SV21581,Đặng Ngọc An,2.7,33,6.8,0,18,0,0,Thap
SV21582,Lê Quang An,2.2,61,5.5,5,18,0,0,Trung Binh
SV21583,Lê Đức Linh,0.0,60,0.0,5,15,0,0,Cao
SV21584,Trần Ngọc Hương,2.4,50,6.0,1,18,0,0,Cao
SV21585,Phạm Văn Giang,2.6,44,6.5,1,18,0,0,Thap
SV21586,Trần Đức Giang,0.0,85,0.0,0,0,0,0,Thap
SV21587,Phạm Thảo Trang,2.4,53,6.0,1,15,0,0,Trung Binh
SV21588,Đặng Minh Giang,2.23,67,5.6,0,15,0,0,Trung Binh
SV21589,Bùi Thị Linh,2.1,72,5.2,4,18,0,0,Cao
SV21590,Trần Quang Linh,2.53,39,6.3,0,18,0,0,Thap
SV21591,Bùi Minh Hương,2.2,33,5.5,5,18,0,0,Cao
SV21592,Hoàng Minh Nam,0.0,85,0.0,0,0,0,0,Cao
SV21593,Hoàng Minh Trang,2.3,40,5.8,1,15,0,0,Trung Binh
SV21594,Phạm Văn Hương,0.0,85,0.0,0,0,1,1,Cao
SV21595,Bùi Quang Bình,2.1,67,5.2,3,15,0,0,Trung Binh
SV21596,Lê Văn Nam,2.5,53,6.2,1,15,0,0,Trung Binh
SV21597,Hoàng Quang An,2.57,43,6.4,1,21,0,0,Trung Binh
SV21598,Lê Đức Dũng,3.11,39,7.8,0,18,0,0,Thap
SV21599,Hoàng Ngọc Cường,2.4,56,6.0,2,18,0,0,Cao
SV21600,Lê Văn Khánh,2.25,33,5.6,2,18,1,1,Cao
SV21601,Lê Thị An,0.0,85,0.0,0,0,0,0,Thap
SV21602,Trần Anh Dũng,2.46,56,6.1,0,18,0,0,Trung Binh
SV21603,Hoàng Đức Giang,2.2,67,5.5,1,18,0,0,Trung Binh
SV21604,Lê Thị Dũng,2.43,44,6.1,0,18,0,0,Thap
SV21605,Nguyễn Thị An,2.3,61,5.8,4,18,1,1,Cao
SV21606,Trần Thị Dũng,2.51,44,6.3,1,36,1,1,Trung Binh
SV21607,Phạm Quang Trang,2.6,56,6.5,2,18,0,0,Thap
SV21608,Lê Minh Nam,2.58,38,6.4,0,24,0,0,Thap
SV21609,Nguyễn Anh Trang,2.53,33,6.3,0,18,0,0,Trung Binh
SV21610,Nguyễn Văn Hương,2.57,39,6.4,0,18,0,0,Thap
SV21611,Trần Thảo Nam,2.13,67,5.3,2,15,0,0,Cao
SV21612,Hoàng Đức Giang,2.6,73,6.5,0,15,0,0,Trung Binh
SV21613,Bùi Minh Linh,2.4,52,6.0,1,21,0,0,Thap
SV21614,Lê Anh Cường,0.0,60,0.0,5,15,0,0,Cao
SV21615,Phạm Thị Cường,2.37,33,5.9,0,18,0,0,Thap
SV21616,Lê Anh Khánh,2.53,100,6.3,3,18,0,0,Cao
SV21617,Đặng Quang Khánh,2.75,60,6.9,1,15,0,0,Thap
SV21618,Trần Thảo Giang,2.28,44,5.7,1,18,0,0,Cao
SV21619,Hoàng Ngọc Dũng,2.63,44,6.6,0,18,0,0,Cao
SV21620,Đặng Thị Dũng,2.57,48,6.4,1,21,0,0,Thap
SV21621,Đặng Thị Dũng,2.82,44,7.1,0,18,0,0,Thap
SV21622,Hoàng Anh Linh,2.33,67,5.8,2,15,0,0,Thap
SV21623,Nguyễn Thảo Cường,2.05,86,5.1,1,21,0,0,Cao
SV21624,Bùi Quang Nam,2.5,76,6.3,1,21,0,0,Cao
SV21625,Lê Đức Trang,2.3,44,5.8,3,39,0,0,Cao
SV21626,Đặng Minh Giang,2.0,33,5.0,4,15,0,0,Cao
SV21627,Nguyễn Minh Linh,3.14,39,7.9,0,18,0,0,Thap
SV21628,Lê Thảo Dũng,2.5,50,6.2,2,18,0,0,Cao
SV21629,Trần Anh Linh,2.4,40,6.0,2,15,0,0,Cao
SV21630,Bùi Thị Dũng,0.0,73,0.0,5,15,1,1,Cao
SV21631,Lê Thị Nam,2.45,60,6.1,1,15,0,0,Thap
SV21632,Nguyễn Quang Giang,0.0,42,0.0,4,12,1,1,Cao
SV21633,Bùi Đức Khánh,2.72,33,6.8,0,15,0,0,Thap
SV21634,Hoàng Anh Giang,2.66,36,6.7,0,39,0,0,Trung Binh
SV21635,Vũ Văn Nam,2.44,40,6.1,0,15,0,0,Thap
SV21636,Hoàng Văn Hương,2.46,39,6.1,0,18,0,0,Thap
SV21637,Vũ Anh Nam,2.4,80,6.0,2,15,0,0,Thap
SV21638,Trần Thảo Khánh,2.67,43,6.7,1,21,0,0,Thap
SV21639,Đặng Ngọc Giang,0.0,33,0.0,5,15,1,1,Cao
SV21640,Hoàng Đức Cường,2.85,33,7.1,1,36,0,0,Thap
SV21641,Bùi Minh Hương,2.43,43,6.1,0,21,0,0,Thap
SV21642,Đặng Đức Hương,2.83,39,7.1,0,18,0,0,Thap
SV21643,Lê Quang Dũng,2.71,33,6.8,0,21,0,0,Thap
SV21644,Đặng Văn Giang,2.4,44,6.0,1,18,0,0,Thap
SV21645,Hoàng Quang Trang,2.28,33,5.7,0,15,0,0,Cao
SV21646,Trần Ngọc Giang,0.0,85,0.0,0,0,0,0,Cao
SV21647,Nguyễn Thảo Cường,2.58,33,6.5,0,36,0,0,Thap
SV21648,Vũ Văn Hương,2.73,38,6.8,0,21,0,0,Thap
SV21649,Phạm Quang Linh,2.58,48,6.4,0,21,0,0,Cao
SV21650,Vũ Anh Hương,2.87,33,7.2,1,24,0,0,Thap
SV21651,Hoàng Thảo An,2.9,33,7.3,1,24,0,0,Trung Binh
SV21652,Bùi Minh Khánh,2.94,33,7.4,1,24,0,0,Thap
SV21653,Đặng Thị Trang,3.04,33,7.6,0,15,0,0,Trung Binh
SV21654,Bùi Minh Bình,2.6,33,6.5,0,21,0,0,Thap
SV21655,Đặng Ngọc Nam,2.7,33,6.8,0,18,0,0,Cao
SV21656,Nguyễn Minh Trang,2.47,73,6.2,0,15,0,0,Thap
SV21657,Vũ Văn An,2.68,40,6.7,0,15,0,0,Thap
SV21658,Phạm Thảo Dũng,2.35,47,5.9,1,15,0,0,Trung Binh
SV21659,Đặng Văn Giang,0.0,85,0.0,0,0,0,0,Thap
SV21660,Hoàng Ngọc An,0.0,85,0.0,0,0,0,0,Trung Binh
SV21661,Nguyễn Quang Nam,2.95,47,7.4,1,36,0,0,Thap
SV21662,Lê Đức An,3.31,39,8.3,0,18,0,0,Thap
SV21663,Nguyễn Quang Linh,3.03,48,7.6,0,21,0,0,Thap
